City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
590,Oistins,BB,2022-02-01 01:53:36,13.0667,-59.5333,78.89,78,75,12.66
591,Norman Wells,CA,2022-02-01 01:53:36,65.282,-126.8329,5.04,72,100,13.8
592,Ustka,PL,2022-02-01 01:53:36,54.5805,16.8619,33.91,63,100,11.92
593,Asyut,EG,2022-02-01 01:53:37,27.181,31.1837,47.23,73,5,3.87
594,Kholodnyy,RU,2022-02-01 01:53:37,62.7167,147.95,-1.95,93,100,4.32
595,Abu Dhabi,AE,2022-02-01 01:53:04,24.4667,54.3667,66.96,95,100,2.3
596,Port-Gentil,GA,2022-02-01 01:53:38,-0.7193,8.7815,80.78,78,90,8.3
597,Morant Bay,JM,2022-02-01 01:53:39,17.8815,-76.4093,76.66,84,27,13.35
598,Belaya Gora,RU,2022-02-01 01:53:39,68.5333,146.4167,-13.59,94,100,2.35
599,Yining,CN,2022-02-01 01:49:27,29.0361,114.5636,39.15,95,100,3.36
600,Olden,NO,2022-02-01 01:53:40,61.8364,6.8064,30.99,90,100,9.13
601,Burnie,AU,2022-02-01 01:53:40,-41.0667,145.9167,77.92,49,3,15.73
602,Kemijarvi,FI,2022-02-01 01:53:40,66.7131,27.4306,-5.67,100,86,3.13
603,Khandyga,RU,2022-02-01 01:53:41,62.6667,135.6,-25.74,97,92,1.03
604,Asilah,MA,2022-02-01 01:53:41,35.465,-6.0348,55.26,67,0,1.28
605,Bandarbeyla,SO,2022-02-01 01:53:42,9.4942,50.8122,75.81,80,80,12.97
606,Assai,BR,2022-02-01 01:53:42,-23.3733,-50.8414,71.46,96,99,2.39
607,Soyo,AO,2022-02-01 01:53:43,-6.1349,12.3689,78.03,87,100,6.06
608,Nicoya,CR,2022-02-01 01:53:43,10.1483,-85.452,74.75,75,77,10.2
609,Rengali,IN,2022-02-01 01:53:44,21.6333,84.05,59.47,44,6,2.55
610,Villa Carlos Paz,AR,2022-02-01 01:53:44,-31.4241,-64.4978,69.24,42,0,1.99
611,Havre-Saint-Pierre,CA,2022-02-01 01:53:44,50.2334,-63.5986,10.99,72,75,6.91
612,Yen Bai,VN,2022-02-01 01:53:45,21.7,104.8667,54.77,79,100,0.96
613,Phuket,TH,2022-02-01 01:53:45,8.0,98.25,82.62,74,20,11.5
614,Yuxia,CN,2022-02-01 01:53:46,34.0615,108.6291,27.21,53,33,3.76
615,Bisert,RU,2022-02-01 01:53:46,56.8617,59.0523,15.46,97,100,4.09
616,Sillod,IN,2022-02-01 01:53:47,20.3,75.65,55.0,36,0,6.44
617,Dovers,VC,2022-02-01 01:53:47,12.8833,-61.1833,78.49,78,18,14.45
